"x"
"1" 0.566041176470588
"2" 0.591764705882353
"3" 0.520276470588235
"4" 0.505494117647059
"5" 0.623023529411765
"6" 0.515594117647059
"7" 0.495111764705882
"8" 0.6606
"9" 0.148811764705882
"10" 0.520276470588235
"11" 0.555158823529412
"12" 0.469235294117647
"13" 0.698729411764706
"14" 0.491152941176471
"15" 0.512335294117647
"16" 0.543111764705882
"17" 0.631305882352941
"18" 0.520276470588235
"19" 0.663882352941176
"20" 0.679770588235294
"21" 0.535035294117647
"22" 0.503805882352941
"23" 0.663882352941176
"24" 0.516182352941176
"25" 0.505494117647059
"26" 0.609547058823529
"27" 0.489641176470588
"28" 0.621464705882353
"29" 0.591764705882353
"30" 0.581294117647059
"31" 0.489641176470588
"32" 0.517647058823529
"33" 0.671058823529412
"34" 0.663882352941176
"35" 0.610829411764706
"36" 0.610829411764706
"37" 0.425317647058824
